date,lsi,contrib_M1,share_M1,contrib_M2,share_M2,contrib_M3,share_M3,contrib_M4,share_M4,contrib_M5,share_M5,score_M1,score_M2,score_M3,score_M4,score_M5,status
2015-09-10,99.29140589730952,5.027587187568384,0.05063466613382515,11.75077786062092,0.11834637403335758,65.51580529706729,0.6598335949117884,1.9023775710615523,0.019159539074600822,15.094857036783115,0.1520258163369619,5.063466613382515,11.834637403335758,65.98335949117885,1.9159539074600822,15.202581633696191,red
2015-09-09,99.28512345116738,5.702506205449981,0.057435656090559374,16.876771379942035,0.16998288155669913,71.83196745749535,0.7234917474099264,0.9000665193192248,0.009065472127472506,3.9738129697171996,0.04002425370072374,5.7435656090559375,16.998288155669915,72.34917474099264,0.9065472127472506,4.002425370072374,red
2015-09-11,99.25755981165531,4.571225687334719,0.046054181626153004,8.106522302903976,0.08167158570376287,72.29476634655566,0.728355265671829,1.6917252050766294,0.017043792012283367,12.593324289992886,0.12687521548876637,4.6054181626153,8.167158570376287,72.8355265671829,1.7043792012283367,12.687521548876637,red
2015-09-08,99.24146883718011,1.9664815682137196,0.019815119538788922,8.626572374793883,0.08692507754945682,86.02205396254712,0.8667954532563263,0.3837631418487664,0.0038669635420086838,2.2426001512935327,0.022597409909085896,1.9815119538788921,8.692507754945682,86.67954532563263,0.3866963542008684,2.2597409909085897,red
2016-08-22,99.2094412222437,4.344888916703201,0.04379511529522692,72.29008230854137,0.7286613191037029,11.377648645695444,0.11468312396002557,3.6136483558284764,0.03642444016727576,7.583168367676038,0.07643595482700713,4.379511529522692,72.86613191037029,11.468312396002558,3.642444016727576,7.643595482700713,red
2015-09-12,99.18935449485373,5.23105244828214,0.05273804305837623,7.056179571720133,0.07113847658002685,71.63933937317155,0.7222482668428741,2.1766886558493113,0.02194478093878759,13.086097986971913,0.1319304682807555,5.273804305837623,7.113847658002685,72.22482668428741,2.194478093878759,13.19304682807555,red
2024-08-05,99.18596212591237,78.81980510473323,0.7946669409192688,6.989069872566677,0.07046430485489821,2.809257389009982,0.028323134935604587,0.4446973595155056,0.004483470745093758,10.123135949203133,0.10206218432757896,79.46669409192688,7.046430485489822,2.832313493560459,0.44834707450937583,10.206218432757897,red
2024-08-06,99.18346052574898,80.16286609137903,0.808228162905931,7.692293257645591,0.07755620964292326,2.94733998245907,0.029716043046248745,0.46217816837196324,0.004659831043624227,7.918786962212083,0.07983979304852233,80.8228162905931,7.7556209642923255,2.9716043046248743,0.46598310436242274,7.983979304852233,red
2024-08-07,99.18179279230672,81.78015206170929,0.8245480320461879,8.014867286133699,0.08080986500130487,3.091938767557746,0.031174459348929814,0.46195179527649355,0.004657626992525245,5.832888692508201,0.058810075199211796,82.45480320461878,8.080986500130487,3.1174459348929813,0.4657626992525245,5.881007519921179,red
2024-08-08,99.18068097001189,82.73776393953501,0.834212501167959,8.270952031865948,0.08339277317894943,3.1692836026702396,0.03195464652666076,0.45986215526829005,0.004636610182252462,4.542824638649277,0.04580352336986714,83.4212501167959,8.339277317894943,3.195464652666076,0.46366101822524614,4.5803523369867145,red
