feature,n_calm,n_stress,pearson_calm,pearson_stress,spearman_calm,spearman_stress,mean_calm,mean_stress,mean_diff
score_M1,4734,529,0.2723493813323905,0.2405068115262382,0.18847201559796795,0.28880971060743144,39.37056646884134,56.800014302331455,17.429447833490116
score_M2,4734,529,-0.061774449965532045,-0.15000006236940386,0.048852192964753224,-0.17588825138920733,14.836701960475194,9.713319643896941,-5.123382316578253
score_M3,4734,529,-0.1029321826314418,-0.17579837172926088,-0.13543335969945472,-0.21364988506929022,20.99428114345235,16.48396627166338,-4.510314871788971
score_M4,4734,529,-0.2273498983602236,-0.28501575412552255,-0.1835323056279732,-0.38563122806656974,16.151118474811987,11.103269914846646,-5.047848559965342
score_M5,4734,529,-0.03882686519018032,-0.0512032642979518,-0.11152381691951199,-0.09054873128922226,8.6262081670368,5.899429867261587,-2.726778299775214
