date_raw,n_documents,documents,page,date
27 апреля 2026 00:00,8,https://roskazna.gov.ru/storage/operation-day-files/20260427_181250640.docx;https://roskazna.gov.ru/storage/operation-day-files/20260427_181250349.XML;https://roskazna.gov.ru/storage/operation-day-files/20260427_185538481.docx;https://roskazna.gov.ru/storage/operation-day-files/20260427_185538720.XML;https://roskazna.gov.ru/storage/operation-day-files/20260427_181250318.docx;https://roskazna.gov.ru/storage/operation-day-files/20260427_181250929.XML;https://roskazna.gov.ru/storage/operation-day-files/20260427_181250599.docx;https://roskazna.gov.ru/storage/operation-day-files/20260427_181249947.XML,3,2026-04-27
28 апреля 2026 00:00,8,https://roskazna.gov.ru/storage/operation-day-files/20260428_185456435.docx;https://roskazna.gov.ru/storage/operation-day-files/20260428_185456862.XML;https://roskazna.gov.ru/storage/operation-day-files/20260428_183057805.docx;https://roskazna.gov.ru/storage/operation-day-files/20260428_183057340.XML;https://roskazna.gov.ru/storage/operation-day-files/20260428_183057388.docx;https://roskazna.gov.ru/storage/operation-day-files/20260428_183057469.XML;https://roskazna.gov.ru/storage/operation-day-files/20260428_183057192.docx;https://roskazna.gov.ru/storage/operation-day-files/20260428_183057629.XML,3,2026-04-28
29 апреля 2026 00:00,6,https://roskazna.gov.ru/storage/operation-day-files/20260429_182252173.docx;https://roskazna.gov.ru/storage/operation-day-files/20260429_182252148.XML;https://roskazna.gov.ru/storage/operation-day-files/20260429_185616261.docx;https://roskazna.gov.ru/storage/operation-day-files/20260429_185616590.xml;https://roskazna.gov.ru/storage/operation-day-files/20260429_182252604.docx;https://roskazna.gov.ru/storage/operation-day-files/20260429_182252739.XML,3,2026-04-29
30 апреля 2026 00:00,10,https://roskazna.gov.ru/storage/operation-day-files/20260430_164047435.docx;https://roskazna.gov.ru/storage/operation-day-files/20260430_164047498.XML;https://roskazna.gov.ru/storage/operation-day-files/20260430_164047805.docx;https://roskazna.gov.ru/storage/operation-day-files/20260430_164047122.XML;https://roskazna.gov.ru/storage/operation-day-files/20260430_191127829.docx;https://roskazna.gov.ru/storage/operation-day-files/20260430_191127284.XML;https://roskazna.gov.ru/storage/operation-day-files/20260430_164047230.docx;https://roskazna.gov.ru/storage/operation-day-files/20260430_164047817.XML;https://roskazna.gov.ru/storage/operation-day-files/20260430_164047403.docx;https://roskazna.gov.ru/storage/operation-day-files/20260430_164047272.XML,2,2026-04-30
4 мая 2026 00:00,6,https://roskazna.gov.ru/storage/operation-day-files/20260504_182055464.docx;https://roskazna.gov.ru/storage/operation-day-files/20260504_182055197.XML;https://roskazna.gov.ru/storage/operation-day-files/20260504_181707658.docx;https://roskazna.gov.ru/storage/operation-day-files/20260504_181707770.XML;https://roskazna.gov.ru/storage/operation-day-files/20260504_181707870.docx;https://roskazna.gov.ru/storage/operation-day-files/20260504_181707963.XML,2,2026-05-04
5 мая 2026 00:00,10,https://roskazna.gov.ru/storage/operation-day-files/20260505_183300627.docx;https://roskazna.gov.ru/storage/operation-day-files/20260505_183300107.XML;https://roskazna.gov.ru/storage/operation-day-files/20260505_174428354.docx;https://roskazna.gov.ru/storage/operation-day-files/20260505_174428247.XML;https://roskazna.gov.ru/storage/operation-day-files/20260505_174428848.docx;https://roskazna.gov.ru/storage/operation-day-files/20260505_174428323.XML;https://roskazna.gov.ru/storage/operation-day-files/20260505_174428430.docx;https://roskazna.gov.ru/storage/operation-day-files/20260505_174428130.XML;https://roskazna.gov.ru/storage/operation-day-files/20260505_174428365.docx;https://roskazna.gov.ru/storage/operation-day-files/20260505_174428923.XML,2,2026-05-05
6 мая 2026 00:00,6,https://roskazna.gov.ru/storage/operation-day-files/20260506_173907618.docx;https://roskazna.gov.ru/storage/operation-day-files/20260506_173906739.XML;https://roskazna.gov.ru/storage/operation-day-files/20260506_173907255.docx;https://roskazna.gov.ru/storage/operation-day-files/20260506_173907386.XML;https://roskazna.gov.ru/storage/operation-day-files/20260506_173907738.docx;https://roskazna.gov.ru/storage/operation-day-files/20260506_173906196.XML,2,2026-05-06
7 мая 2026 00:00,8,https://roskazna.gov.ru/storage/operation-day-files/20260507_170555380.docx;https://roskazna.gov.ru/storage/operation-day-files/20260507_170555366.XML;https://roskazna.gov.ru/storage/operation-day-files/20260507_170555839.docx;https://roskazna.gov.ru/storage/operation-day-files/20260507_170555306.XML;https://roskazna.gov.ru/storage/operation-day-files/20260507_170555230.docx;https://roskazna.gov.ru/storage/operation-day-files/20260507_170555759.XML;https://roskazna.gov.ru/storage/operation-day-files/20260507_170555173.docx;https://roskazna.gov.ru/storage/operation-day-files/20260507_170555429.XML,2,2026-05-07
8 мая 2026 00:00,4,https://roskazna.gov.ru/storage/operation-day-files/20260512_152059843.docx;https://roskazna.gov.ru/storage/operation-day-files/20260512_152059561.XML;https://roskazna.gov.ru/storage/operation-day-files/20260512_152059620.docx;https://roskazna.gov.ru/storage/operation-day-files/20260512_152059346.XML,2,2026-05-08
12 мая 2026 00:00,12,https://roskazna.gov.ru/storage/operation-day-files/20260512_173400524.docx;https://roskazna.gov.ru/storage/operation-day-files/20260512_173400495.XML;https://roskazna.gov.ru/storage/operation-day-files/20260512_173413525.docx;https://roskazna.gov.ru/storage/operation-day-files/20260512_173413606.XML;https://roskazna.gov.ru/storage/operation-day-files/20260512_182806971.docx;https://roskazna.gov.ru/storage/operation-day-files/20260512_182806174.xml;https://roskazna.gov.ru/storage/operation-day-files/20260512_173413403.docx;https://roskazna.gov.ru/storage/operation-day-files/20260512_173413252.xml;https://roskazna.gov.ru/storage/operation-day-files/20260512_173413689.docx;https://roskazna.gov.ru/storage/operation-day-files/20260512_173413298.XML;https://roskazna.gov.ru/storage/operation-day-files/20260512_173413757.docx;https://roskazna.gov.ru/storage/operation-day-files/20260512_173413208.XML,2,2026-05-12
13 мая 2026 00:00,2,https://roskazna.gov.ru/storage/operation-day-files/20260513_105310288.docx;https://roskazna.gov.ru/storage/operation-day-files/20260513_105310395.xml,2,2026-05-13
14 мая 2026 00:00,10,https://roskazna.gov.ru/storage/operation-day-files/20260514_170937624.docx;https://roskazna.gov.ru/storage/operation-day-files/20260514_170936959.XML;https://roskazna.gov.ru/storage/operation-day-files/20260514_170937729.docx;https://roskazna.gov.ru/storage/operation-day-files/20260514_170936987.XML;https://roskazna.gov.ru/storage/operation-day-files/20260514_170937764.docx;https://roskazna.gov.ru/storage/operation-day-files/20260514_170937706.XML;https://roskazna.gov.ru/storage/operation-day-files/20260514_170937749.docx;https://roskazna.gov.ru/storage/operation-day-files/20260514_170936812.XML;https://roskazna.gov.ru/storage/operation-day-files/20260514_170937932.docx;https://roskazna.gov.ru/storage/operation-day-files/20260514_170936289.XML,2,2026-05-14
15 мая 2026 00:00,6,https://roskazna.gov.ru/storage/operation-day-files/20260518_094121372.docx;https://roskazna.gov.ru/storage/operation-day-files/20260518_094121509.XML;https://roskazna.gov.ru/storage/operation-day-files/20260518_094121546.docx;https://roskazna.gov.ru/storage/operation-day-files/20260518_094121371.XML;https://roskazna.gov.ru/storage/operation-day-files/20260518_094121879.docx;https://roskazna.gov.ru/storage/operation-day-files/20260518_094121468.XML,2,2026-05-15
19 мая 2026 00:00,2,https://roskazna.gov.ru/storage/operation-day-files/20260519_105243997.docx;https://roskazna.gov.ru/storage/operation-day-files/20260519_105243596.xml,1,2026-05-19
21 мая 2026 00:00,6,https://roskazna.gov.ru/storage/operation-day-files/20260521_171810762.docx;https://roskazna.gov.ru/storage/operation-day-files/20260521_171810295.XML;https://roskazna.gov.ru/storage/operation-day-files/20260521_171810531.docx;https://roskazna.gov.ru/storage/operation-day-files/20260521_171810537.XML;https://roskazna.gov.ru/storage/operation-day-files/20260521_171810749.docx;https://roskazna.gov.ru/storage/operation-day-files/20260521_171810846.XML,1,2026-05-21
22 мая 2026 00:00,2,https://roskazna.gov.ru/storage/operation-day-files/20260522_110404861.docx;https://roskazna.gov.ru/storage/operation-day-files/20260522_110404265.XML,1,2026-05-22
25 мая 2026 00:00,10,https://roskazna.gov.ru/storage/operation-day-files/20260525_182731364.docx;https://roskazna.gov.ru/storage/operation-day-files/20260525_182731258.XML;https://roskazna.gov.ru/storage/operation-day-files/20260525_180144471.docx;https://roskazna.gov.ru/storage/operation-day-files/20260525_180144577.XML;https://roskazna.gov.ru/storage/operation-day-files/20260525_180144799.docx;https://roskazna.gov.ru/storage/operation-day-files/20260525_180144243.XML;https://roskazna.gov.ru/storage/operation-day-files/20260525_180144300.docx;https://roskazna.gov.ru/storage/operation-day-files/20260525_180144586.XML;https://roskazna.gov.ru/storage/operation-day-files/20260525_180144898.docx;https://roskazna.gov.ru/storage/operation-day-files/20260525_180144972.XML,1,2026-05-25
26 мая 2026 00:00,6,https://roskazna.gov.ru/storage/operation-day-files/20260526_173408296.docx;https://roskazna.gov.ru/storage/operation-day-files/20260526_173408755.XML;https://roskazna.gov.ru/storage/operation-day-files/20260526_173408333.docx;https://roskazna.gov.ru/storage/operation-day-files/20260526_173408260.XML;https://roskazna.gov.ru/storage/operation-day-files/20260526_173408731.docx;https://roskazna.gov.ru/storage/operation-day-files/20260526_173408353.XML,1,2026-05-26
27 мая 2026 00:00,8,https://roskazna.gov.ru/storage/operation-day-files/20260527_185255912.docx;https://roskazna.gov.ru/storage/operation-day-files/20260527_185255413.xml;https://roskazna.gov.ru/storage/operation-day-files/20260527_183031684.docx;https://roskazna.gov.ru/storage/operation-day-files/20260527_183031798.XML;https://roskazna.gov.ru/storage/operation-day-files/20260527_183031671.docx;https://roskazna.gov.ru/storage/operation-day-files/20260527_183031847.XML;https://roskazna.gov.ru/storage/operation-day-files/20260527_183031829.docx;https://roskazna.gov.ru/storage/operation-day-files/20260527_183031755.XML,1,2026-05-27
28 мая 2026 00:00,8,https://roskazna.gov.ru/storage/operation-day-files/20260528_181246829.docx;https://roskazna.gov.ru/storage/operation-day-files/20260528_181246211.XML;https://roskazna.gov.ru/storage/operation-day-files/20260528_190543737.docx;https://roskazna.gov.ru/storage/operation-day-files/20260528_190543262.XML;https://roskazna.gov.ru/storage/operation-day-files/20260528_181246489.docx;https://roskazna.gov.ru/storage/operation-day-files/20260528_181246224.XML;https://roskazna.gov.ru/storage/operation-day-files/20260528_181246660.docx;https://roskazna.gov.ru/storage/operation-day-files/20260528_181246172.XML,1,2026-05-28
29 мая 2026 00:00,4,https://roskazna.gov.ru/storage/operation-day-files/20260529_185251431.docx;https://roskazna.gov.ru/storage/operation-day-files/20260529_185251919.xml;https://roskazna.gov.ru/storage/operation-day-files/20260529_175924673.docx;https://roskazna.gov.ru/storage/operation-day-files/20260529_175924143.xml,1,2026-05-29
1 июня 2026 00:00,12,https://roskazna.gov.ru/storage/operation-day-files/20260601_174628679.docx;https://roskazna.gov.ru/storage/operation-day-files/20260601_174628924.XML;https://roskazna.gov.ru/storage/operation-day-files/20260601_185248533.docx;https://roskazna.gov.ru/storage/operation-day-files/20260601_185248986.xml;https://roskazna.gov.ru/storage/operation-day-files/20260601_174628880.docx;https://roskazna.gov.ru/storage/operation-day-files/20260601_174628146.XML;https://roskazna.gov.ru/storage/operation-day-files/20260601_174628541.docx;https://roskazna.gov.ru/storage/operation-day-files/20260601_174628822.XML;https://roskazna.gov.ru/storage/operation-day-files/20260601_174628674.docx;https://roskazna.gov.ru/storage/operation-day-files/20260601_174628838.XML;https://roskazna.gov.ru/storage/operation-day-files/20260601_174628226.docx;https://roskazna.gov.ru/storage/operation-day-files/20260601_174628807.XML,1,2026-06-01
2 июня 2026 00:00,2,https://roskazna.gov.ru/storage/operation-day-files/20260602_105021546.docx;https://roskazna.gov.ru/storage/operation-day-files/20260602_105021260.XML,1,2026-06-02
