indicator,date,value_mlnrub,sheet
    депозиты юридических лиц*,2021-01-02,18886957.0,итого
    депозиты юридических лиц*,2021-01-03,19597115.0,итого
    депозиты юридических лиц*,2021-01-04,20225368.0,итого
    депозиты юридических лиц*,2021-01-05,21833245.0,итого
    депозиты юридических лиц*,2021-01-06,22344176.0,итого
    депозиты юридических лиц*,2021-01-07,21194591.0,итого
    депозиты юридических лиц*,2021-01-08,22630127.0,итого
    депозиты юридических лиц*,2021-01-09,22777986.0,итого
    депозиты юридических лиц*,2021-01-10,23383736.0,итого
    депозиты юридических лиц*,2021-01-11,23351373.0,итого
    депозиты юридических лиц*,2021-01-12,24840262.0,итого
    депозиты юридических лиц*,2022-01-01,24262772.0,итого
    депозиты юридических лиц*,2022-01-02,23817767.0,итого
    депозиты юридических лиц*,2022-01-03,23333993.0,итого
    депозиты юридических лиц*,2022-01-04,27824529.0,итого
    депозиты юридических лиц*,2022-01-05,26175747.0,итого
    депозиты юридических лиц*,2022-01-06,24712869.0,итого
    депозиты юридических лиц*,2022-01-07,22209294.0,итого
    депозиты юридических лиц*,2022-01-08,22791740.0,итого
    депозиты юридических лиц*,2022-01-09,23014453.0,итого
    депозиты юридических лиц*,2022-01-10,23529692.0,итого
    депозиты юридических лиц*,2022-01-11,24478878.0,итого
    депозиты юридических лиц*,2022-01-12,26484930.0,итого
    депозиты юридических лиц*,2023-01-01,29324326.0,итого
    депозиты юридических лиц*,2023-01-02,27184557.0,итого
    депозиты юридических лиц*,2023-01-03,27944550.0,итого
    депозиты юридических лиц*,2023-01-04,29121202.0,итого
    депозиты юридических лиц*,2023-01-05,29342552.0,итого
    депозиты юридических лиц*,2023-01-06,29649261.0,итого
    депозиты юридических лиц*,2023-01-07,30323279.0,итого
    депозиты юридических лиц*,2023-01-08,31458819.0,итого
    депозиты юридических лиц*,2023-01-09,33634058.0,итого
    депозиты юридических лиц*,2023-01-10,33296882.0,итого
    депозиты юридических лиц*,2023-01-11,33790514.0,итого
    депозиты юридических лиц*,2023-01-12,34589655.0,итого
    депозиты юридических лиц*,2024-01-01,34973943.0,итого
    депозиты юридических лиц*,2024-01-02,36765654.0,итого
    депозиты юридических лиц*,2024-01-03,36309237.0,итого
    депозиты юридических лиц*,2024-01-04,38158465.0,итого
    депозиты юридических лиц*,2024-01-05,38565939.0,итого
    депозиты юридических лиц*,2024-01-06,39275659.0,итого
    депозиты юридических лиц*,2024-01-07,38992331.0,итого
    депозиты юридических лиц*,2024-01-08,39374507.0,итого
    депозиты юридических лиц*,2024-01-09,40720283.0,итого
    депозиты юридических лиц*,2024-01-10,41035745.0,итого
    депозиты юридических лиц*,2024-01-11,42837707.0,итого
    депозиты юридических лиц*,2024-01-12,45008592.0,итого
    депозиты юридических лиц*,2025-01-01,44292106.0,итого
    депозиты юридических лиц*,2025-01-02,42821186.0,итого
    депозиты юридических лиц*,2025-01-03,41824500.0,итого
    депозиты юридических лиц*,2025-01-04,41430151.0,итого
    депозиты юридических лиц*,2025-01-05,41481905.0,итого
    депозиты юридических лиц*,2025-01-06,41061226.0,итого
    депозиты юридических лиц*,2025-01-07,40307955.0,итого
    депозиты юридических лиц*,2025-01-08,40721547.0,итого
    депозиты юридических лиц*,2025-01-09,42474476.0,итого
    депозиты юридических лиц*,2025-01-10,42727284.0,итого
    депозиты юридических лиц*,2025-01-11,43763092.0,итого
    депозиты юридических лиц*,2025-01-12,45217794.0,итого
    депозиты юридических лиц*,2026-01-01,43759264.0,итого
    депозиты юридических лиц*,2026-01-02,42850291.0,итого
    депозиты юридических лиц*,2026-01-03,42672851.0,итого
    депозиты юридических лиц*,2026-01-04,42662057.0,итого
    депозиты юридических лиц*,2026-01-05,42337258.0,итого
    средства индивидуальных предпринимателей,2013-01-02,165161.0,итого
    средства индивидуальных предпринимателей,2013-01-03,159671.0,итого
    средства индивидуальных предпринимателей,2013-01-04,158706.0,итого
    средства индивидуальных предпринимателей,2013-01-05,150195.0,итого
    средства индивидуальных предпринимателей,2013-01-06,160028.0,итого
    средства индивидуальных предпринимателей,2013-01-07,169047.0,итого
    средства индивидуальных предпринимателей,2013-01-08,168356.0,итого
    средства индивидуальных предпринимателей,2013-01-09,173506.0,итого
    средства индивидуальных предпринимателей,2013-01-10,185060.0,итого
    средства индивидуальных предпринимателей,2013-01-11,176021.0,итого
    средства индивидуальных предпринимателей,2013-01-12,177592.0,итого
    средства индивидуальных предпринимателей,2014-01-01,192612.0,итого
    средства индивидуальных предпринимателей,2014-01-02,176850.0,итого
    средства индивидуальных предпринимателей,2014-01-03,170179.0,итого
    средства индивидуальных предпринимателей,2014-01-04,177919.0,итого
    средства индивидуальных предпринимателей,2014-01-05,161195.0,итого
    средства индивидуальных предпринимателей,2014-01-06,167410.0,итого
    средства индивидуальных предпринимателей,2014-01-07,182027.0,итого
    средства индивидуальных предпринимателей,2014-01-08,206306.0,итого
    средства индивидуальных предпринимателей,2014-01-09,211197.0,итого
    средства индивидуальных предпринимателей,2014-01-10,219562.0,итого
    средства индивидуальных предпринимателей,2014-01-11,203255.0,итого
    средства индивидуальных предпринимателей,2014-01-12,208385.0,итого
    средства индивидуальных предпринимателей,2015-01-01,237803.0,итого
    средства индивидуальных предпринимателей,2015-01-02,230697.0,итого
    средства индивидуальных предпринимателей,2015-01-03,216794.0,итого
    средства индивидуальных предпринимателей,2015-01-04,217192.0,итого
    средства индивидуальных предпринимателей,2015-01-05,200733.0,итого
    средства индивидуальных предпринимателей,2015-01-06,212593.0,итого
    средства индивидуальных предпринимателей,2015-01-07,229043.0,итого
    средства индивидуальных предпринимателей,2015-01-08,226848.0,итого
    средства индивидуальных предпринимателей,2015-01-09,243296.0,итого
    средства индивидуальных предпринимателей,2015-01-10,247236.0,итого
    средства индивидуальных предпринимателей,2015-01-11,240152.0,итого
    средства индивидуальных предпринимателей,2015-01-12,255515.0,итого
    средства индивидуальных предпринимателей,2016-01-01,268116.0,итого
    средства индивидуальных предпринимателей,2016-01-02,258561.0,итого
    средства индивидуальных предпринимателей,2016-01-03,273223.0,итого
    средства индивидуальных предпринимателей,2016-01-04,270428.0,итого
    средства индивидуальных предпринимателей,2016-01-05,258084.0,итого
    средства индивидуальных предпринимателей,2016-01-06,283805.0,итого
    средства индивидуальных предпринимателей,2016-01-07,296314.0,итого
    средства индивидуальных предпринимателей,2016-01-08,290529.0,итого
    средства индивидуальных предпринимателей,2016-01-09,314527.0,итого
    средства индивидуальных предпринимателей,2016-01-10,319189.0,итого
    средства индивидуальных предпринимателей,2016-01-11,316892.0,итого
    средства индивидуальных предпринимателей,2016-01-12,325223.0,итого
    средства индивидуальных предпринимателей,2017-01-01,331419.0,итого
    средства индивидуальных предпринимателей,2017-01-02,333644.0,итого
    средства индивидуальных предпринимателей,2017-01-03,330699.0,итого
    средства индивидуальных предпринимателей,2017-01-04,330660.0,итого
    средства индивидуальных предпринимателей,2017-01-05,322703.0,итого
    средства индивидуальных предпринимателей,2017-01-06,349124.0,итого
    средства индивидуальных предпринимателей,2017-01-07,369765.0,итого
    средства индивидуальных предпринимателей,2017-01-08,385766.0,итого
    средства индивидуальных предпринимателей,2017-01-09,409218.0,итого
    средства индивидуальных предпринимателей,2017-01-10,423766.0,итого
    средства индивидуальных предпринимателей,2017-01-11,426745.0,итого
    средства индивидуальных предпринимателей,2017-01-12,439354.0,итого
    средства индивидуальных предпринимателей,2018-01-01,460337.0,итого
    средства индивидуальных предпринимателей,2018-01-02,460465.0,итого
    средства индивидуальных предпринимателей,2018-01-03,455927.0,итого
    средства индивидуальных предпринимателей,2018-01-04,457293.0,итого
    средства индивидуальных предпринимателей,2018-01-05,438060.0,итого
    средства индивидуальных предпринимателей,2018-01-06,466838.0,итого
    средства индивидуальных предпринимателей,2018-01-07,483237.0,итого
    средства индивидуальных предпринимателей,2018-01-08,495783.0,итого
    средства индивидуальных предпринимателей,2018-01-09,520429.0,итого
    средства индивидуальных предпринимателей,2018-01-10,533833.0,итого
    средства индивидуальных предпринимателей,2018-01-11,538780.0,итого
    средства индивидуальных предпринимателей,2018-01-12,554315.0,итого
    средства индивидуальных предпринимателей,2019-01-01,598595.0,итого
    средства индивидуальных предпринимателей,2019-01-02,593630.0,итого
    средства индивидуальных предпринимателей,2019-01-03,584416.0,итого
    средства индивидуальных предпринимателей,2019-01-04,583494.0,итого
    средства индивидуальных предпринимателей,2019-01-05,559483.0,итого
    средства индивидуальных предпринимателей,2019-01-06,588466.0,итого
    средства индивидуальных предпринимателей,2019-01-07,615653.0,итого
    средства индивидуальных предпринимателей,2019-01-08,624600.0,итого
    средства индивидуальных предпринимателей,2019-01-09,664455.0,итого
    средства индивидуальных предпринимателей,2019-01-10,692583.0,итого
    средства индивидуальных предпринимателей,2019-01-11,691584.0,итого
    средства индивидуальных предпринимателей,2019-01-12,714706.0,итого
    средства индивидуальных предпринимателей,2020-01-01,783504.0,итого
    средства индивидуальных предпринимателей,2020-01-02,743074.0,итого
    средства индивидуальных предпринимателей,2020-01-03,744267.0,итого
    средства индивидуальных предпринимателей,2020-01-04,734067.0,итого
    средства индивидуальных предпринимателей,2020-01-05,711675.0,итого
    средства индивидуальных предпринимателей,2020-01-06,762301.0,итого
    средства индивидуальных предпринимателей,2020-01-07,818668.0,итого
    средства индивидуальных предпринимателей,2020-01-08,860801.0,итого
    средства индивидуальных предпринимателей,2020-01-09,924978.0,итого
    средства индивидуальных предпринимателей,2020-01-10,956943.0,итого
    средства индивидуальных предпринимателей,2020-01-11,947128.0,итого
    средства индивидуальных предпринимателей,2020-01-12,969643.0,итого
    средства индивидуальных предпринимателей,2021-01-01,1060771.0,итого
    средства индивидуальных предпринимателей,2021-01-02,1034058.0,итого
    средства индивидуальных предпринимателей,2021-01-03,1029547.0,итого
    средства индивидуальных предпринимателей,2021-01-04,1024900.0,итого
    средства индивидуальных предпринимателей,2021-01-05,971422.0,итого
    средства индивидуальных предпринимателей,2021-01-06,1028035.0,итого
    средства индивидуальных предпринимателей,2021-01-07,1048894.0,итого
    средства индивидуальных предпринимателей,2021-01-08,1055148.0,итого
    средства индивидуальных предпринимателей,2021-01-09,1139486.0,итого
    средства индивидуальных предпринимателей,2021-01-10,1172698.0,итого
    средства индивидуальных предпринимателей,2021-01-11,1163776.0,итого
    средства индивидуальных предпринимателей,2021-01-12,1205482.0,итого
    средства индивидуальных предпринимателей,2022-01-01,1326563.0,итого
    средства индивидуальных предпринимателей,2022-01-02,1280442.0,итого
    средства индивидуальных предпринимателей,2022-01-03,1192970.0,итого
    средства индивидуальных предпринимателей,2022-01-04,1135821.0,итого
    средства индивидуальных предпринимателей,2022-01-05,1114971.0,итого
    средства индивидуальных предпринимателей,2022-01-06,1175519.0,итого
    средства индивидуальных предпринимателей,2022-01-07,1214885.0,итого
    средства индивидуальных предпринимателей,2022-01-08,1249268.0,итого
    средства индивидуальных предпринимателей,2022-01-09,1344374.0,итого
    средства индивидуальных предпринимателей,2022-01-10,1355784.0,итого
    средства индивидуальных предпринимателей,2022-01-11,1362354.0,итого
    средства индивидуальных предпринимателей,2022-01-12,1428065.0,итого
    средства индивидуальных предпринимателей,2023-01-01,1572616.0,итого
    средства индивидуальных предпринимателей,2023-01-02,1566243.0,итого
    средства индивидуальных предпринимателей,2023-01-03,1564338.0,итого
    средства индивидуальных предпринимателей,2023-01-04,1590144.0,итого
    средства индивидуальных предпринимателей,2023-01-05,1560818.0,итого
    средства индивидуальных предпринимателей,2023-01-06,1656604.0,итого
    средства индивидуальных предпринимателей,2023-01-07,1713550.0,итого
    средства индивидуальных предпринимателей,2023-01-08,1746692.0,итого
    средства индивидуальных предпринимателей,2023-01-09,1867822.0,итого
    средства индивидуальных предпринимателей,2023-01-10,1931908.0,итого
    средства индивидуальных предпринимателей,2023-01-11,1931780.0,итого
    средства индивидуальных предпринимателей,2023-01-12,1974237.0,итого
    средства индивидуальных предпринимателей,2024-01-01,2154499.0,итого
    средства индивидуальных предпринимателей,2024-01-02,2083951.0,итого
    средства индивидуальных предпринимателей,2024-01-03,2066850.0,итого
    средства индивидуальных предпринимателей,2024-01-04,2106688.0,итого
    средства индивидуальных предпринимателей,2024-01-05,2091976.0,итого
    средства индивидуальных предпринимателей,2024-01-06,2161043.0,итого
    средства индивидуальных предпринимателей,2024-01-07,2234553.0,итого
    средства индивидуальных предпринимателей,2024-01-08,2251680.0,итого
    средства индивидуальных предпринимателей,2024-01-09,2340585.0,итого
    средства индивидуальных предпринимателей,2024-01-10,2414340.0,итого
    средства индивидуальных предпринимателей,2024-01-11,2386789.0,итого
    средства индивидуальных предпринимателей,2024-01-12,2415608.0,итого
    средства индивидуальных предпринимателей,2025-01-01,2595443.0,итого
    средства индивидуальных предпринимателей,2025-01-02,2533372.0,итого
    средства индивидуальных предпринимателей,2025-01-03,2450576.0,итого
    средства индивидуальных предпринимателей,2025-01-04,2482710.0,итого
    средства индивидуальных предпринимателей,2025-01-05,2386393.0,итого
    средства индивидуальных предпринимателей,2025-01-06,2473810.0,итого
    средства индивидуальных предпринимателей,2025-01-07,2529420.0,итого
    средства индивидуальных предпринимателей,2025-01-08,2552940.0,итого
    средства индивидуальных предпринимателей,2025-01-09,2658332.0,итого
    средства индивидуальных предпринимателей,2025-01-10,2724013.0,итого
    средства индивидуальных предпринимателей,2025-01-11,2700149.0,итого
    средства индивидуальных предпринимателей,2025-01-12,2708306.0,итого
    средства индивидуальных предпринимателей,2026-01-01,2872305.0,итого
    средства индивидуальных предпринимателей,2026-01-02,2766606.0,итого
    средства индивидуальных предпринимателей,2026-01-03,2707060.0,итого
    средства индивидуальных предпринимателей,2026-01-04,2692624.0,итого
    средства индивидуальных предпринимателей,2026-01-05,2585151.0,итого
    средства на счетах организаций,2012-01-02,5371482.0,итого
    средства на счетах организаций,2012-01-03,5269549.0,итого
    средства на счетах организаций,2012-01-04,5270824.0,итого
    средства на счетах организаций,2012-01-05,4943407.0,итого
    средства на счетах организаций,2012-01-06,5128351.0,итого
    средства на счетах организаций,2012-01-07,5032769.0,итого
    средства на счетах организаций,2012-01-08,4997465.0,итого
    средства на счетах организаций,2012-01-09,4720767.0,итого
    средства на счетах организаций,2012-01-10,4976311.0,итого
    средства на счетах организаций,2012-01-11,5061618.0,итого
    средства на счетах организаций,2012-01-12,5094078.0,итого
    средства на счетах организаций,2013-01-01,5371537.0,итого
    средства на счетах организаций,2013-01-02,5718824.0,итого
    средства на счетах организаций,2013-01-03,5703195.0,итого
    средства на счетах организаций,2013-01-04,5652205.0,итого
    средства на счетах организаций,2013-01-05,5281577.0,итого
    средства на счетах организаций,2013-01-06,5522081.0,итого
    средства на счетах организаций,2013-01-07,5822157.0,итого
    средства на счетах организаций,2013-01-08,5684013.0,итого
    средства на счетах организаций,2013-01-09,5538807.0,итого
    средства на счетах организаций,2013-01-10,5731590.0,итого
    средства на счетах организаций,2013-01-11,5584848.0,итого
    средства на счетах организаций,2013-01-12,5741698.0,итого
    средства на счетах организаций,2014-01-01,6148972.0,итого
    средства на счетах организаций,2014-01-02,6762842.0,итого
    средства на счетах организаций,2014-01-03,6869255.0,итого
    средства на счетах организаций,2014-01-04,6860409.0,итого
    средства на счетах организаций,2014-01-05,6342013.0,итого
    средства на счетах организаций,2014-01-06,6364117.0,итого
    средства на счетах организаций,2014-01-07,6363880.0,итого
    средства на счетах организаций,2014-01-08,6021297.0,итого
    средства на счетах организаций,2014-01-09,5902982.0,итого
    средства на счетах организаций,2014-01-10,6079524.0,итого
    средства на счетах организаций,2014-01-11,5841603.0,итого
    средства на счетах организаций,2014-01-12,6335370.0,итого
    средства на счетах организаций,2015-01-01,6876771.0,итого
    средства на счетах организаций,2015-01-02,8749092.0,итого
    средства на счетах организаций,2015-01-03,8267503.0,итого
    средства на счетах организаций,2015-01-04,8111236.0,итого
    средства на счетах организаций,2015-01-05,7579542.0,итого
    средства на счетах организаций,2015-01-06,7700457.0,итого
    средства на счетах организаций,2015-01-07,7820955.0,итого
    средства на счетах организаций,2015-01-08,7522718.0,итого
    средства на счетах организаций,2015-01-09,8228449.0,итого
    средства на счетах организаций,2015-01-10,8656936.0,итого
    средства на счетах организаций,2015-01-11,8278863.0,итого
    средства на счетах организаций,2015-01-12,8623892.0,итого
    средства на счетах организаций,2016-01-01,8826122.0,итого
    средства на счетах организаций,2016-01-02,9840997.0,итого
    средства на счетах организаций,2016-01-03,10350378.0,итого
    средства на счетах организаций,2016-01-04,10363590.0,итого
    средства на счетах организаций,2016-01-05,9434986.0,итого
    средства на счетах организаций,2016-01-06,9866161.0,итого
    средства на счетах организаций,2016-01-07,9538573.0,итого
    средства на счетах организаций,2016-01-08,9051954.0,итого
    средства на счетах организаций,2016-01-09,9031516.0,итого
    средства на счетах организаций,2016-01-10,8844874.0,итого
    средства на счетах организаций,2016-01-11,8846383.0,итого
    средства на счетах организаций,2016-01-12,9067227.0,итого
    средства на счетах организаций,2017-01-01,8624242.0,итого
    средства на счетах организаций,2017-01-02,9604827.0,итого
    средства на счетах организаций,2017-01-03,9230440.0,итого
    средства на счетах организаций,2017-01-04,8731338.0,итого
    средства на счетах организаций,2017-01-05,8330609.0,итого
    средства на счетах организаций,2017-01-06,8781606.0,итого
    средства на счетах организаций,2017-01-07,8708652.0,итого
    средства на счетах организаций,2017-01-08,8726706.0,итого
    средства на счетах организаций,2017-01-09,8597512.0,итого
    средства на счетах организаций,2017-01-10,8344416.0,итого
    средства на счетах организаций,2017-01-11,8499233.0,итого
    средства на счетах организаций,2017-01-12,8807656.0,итого
    средства на счетах организаций,2018-01-01,8925991.0,итого
    средства на счетах организаций,2018-01-02,9521670.0,итого
    средства на счетах организаций,2018-01-03,9085887.0,итого
    средства на счетах организаций,2018-01-04,9208589.0,итого
    средства на счетах организаций,2018-01-05,8988423.0,итого
    средства на счетах организаций,2018-01-06,9314643.0,итого
    средства на счетах организаций,2018-01-07,9281052.0,итого
    средства на счетах организаций,2018-01-08,9047243.0,итого
    средства на счетах организаций,2018-01-09,8996478.0,итого
    средства на счетах организаций,2018-01-10,9219071.0,итого
    средства на счетах организаций,2018-01-11,8921617.0,итого
    средства на счетах организаций,2018-01-12,9340558.0,итого
    средства на счетах организаций,2019-01-01,9512273.0,итого
    средства на счетах организаций,2019-01-02,9703181.0,итого
    средства на счетах организаций,2019-01-03,9895339.0,итого
    средства на счетах организаций,2019-01-04,9921280.0,итого
    средства на счетах организаций,2019-01-05,9595835.0,итого
    средства на счетах организаций,2019-01-06,9694539.0,итого
    средства на счетах организаций,2019-01-07,9626869.0,итого
    средства на счетах организаций,2019-01-08,9649012.0,итого
    средства на счетах организаций,2019-01-09,9878166.0,итого
    средства на счетах организаций,2019-01-10,9994108.0,итого
    средства на счетах организаций,2019-01-11,9810675.0,итого
    средства на счетах организаций,2019-01-12,9913625.0,итого
    средства на счетах организаций,2020-01-01,9733537.0,итого
    средства на счетах организаций,2020-01-02,10316928.0,итого
    средства на счетах организаций,2020-01-03,10621675.0,итого
    средства на счетах организаций,2020-01-04,11669290.0,итого
    средства на счетах организаций,2020-01-05,11124917.0,итого
    средства на счетах организаций,2020-01-06,11213862.0,итого
    средства на счетах организаций,2020-01-07,11374099.0,итого
    средства на счетах организаций,2020-01-08,11350774.0,итого
    средства на счетах организаций,2020-01-09,12248241.0,итого
    средства на счетах организаций,2020-01-10,12551341.0,итого
    средства на счетах организаций,2020-01-11,12377154.0,итого
    средства на счетах организаций,2020-01-12,13237910.0,итого
    средства на счетах организаций,2021-01-01,13041958.0,итого
    средства на счетах организаций,2021-01-02,14120772.0,итого
    средства на счетах организаций,2021-01-03,14362062.0,итого
    средства на счетах организаций,2021-01-04,14286717.0,итого
    средства на счетах организаций,2021-01-05,13880911.0,итого
    средства на счетах организаций,2021-01-06,14719055.0,итого
    средства на счетах организаций,2021-01-07,14680241.0,итого
    средства на счетах организаций,2021-01-08,14103006.0,итого
    средства на счетах организаций,2021-01-09,14824183.0,итого
    средства на счетах организаций,2021-01-10,14931551.0,итого
    средства на счетах организаций,2021-01-11,14667015.0,итого
    средства на счетах организаций,2021-01-12,15747924.0,итого
    средства на счетах организаций,2022-01-01,15512088.0,итого
    средства на счетах организаций,2022-01-02,17508916.0,итого
    средства на счетах организаций,2022-01-03,18229897.0,итого
    средства на счетах организаций,2022-01-04,17280783.0,итого
    средства на счетах организаций,2022-01-05,16919172.0,итого
    средства на счетах организаций,2022-01-06,17797098.0,итого
    средства на счетах организаций,2022-01-07,17320931.0,итого
    средства на счетах организаций,2022-01-08,17951401.0,итого
    средства на счетах организаций,2022-01-09,19355717.0,итого
    средства на счетах организаций,2022-01-10,19293488.0,итого
    средства на счетах организаций,2022-01-11,18919303.0,итого
    средства на счетах организаций,2022-01-12,18394681.0,итого
    средства на счетах организаций,2023-01-01,18495147.0,итого
    средства на счетах организаций,2023-01-02,20795188.0,итого
    средства на счетах организаций,2023-01-03,20842485.0,итого
    средства на счетах организаций,2023-01-04,19286175.0,итого
    средства на счетах организаций,2023-01-05,18739625.0,итого
    средства на счетах организаций,2023-01-06,19431241.0,итого
    средства на счетах организаций,2023-01-07,19222109.0,итого
    средства на счетах организаций,2023-01-08,19459513.0,итого
    средства на счетах организаций,2023-01-09,20225625.0,итого
    средства на счетах организаций,2023-01-10,20190068.0,итого
    средства на счетах организаций,2023-01-11,20073153.0,итого
    средства на счетах организаций,2023-01-12,20039289.0,итого
    средства на счетах организаций,2024-01-01,19689203.0,итого
    средства на счетах организаций,2024-01-02,20298496.0,итого
    средства на счетах организаций,2024-01-03,20662907.0,итого
    средства на счетах организаций,2024-01-04,20344429.0,итого
    средства на счетах организаций,2024-01-05,20795972.0,итого
    средства на счетах организаций,2024-01-06,20303994.0,итого
    средства на счетах организаций,2024-01-07,20188138.0,итого
    средства на счетах организаций,2024-01-08,20722164.0,итого
    средства на счетах организаций,2024-01-09,20419360.0,итого
    средства на счетах организаций,2024-01-10,20832283.0,итого
    средства на счетах организаций,2024-01-11,20465655.0,итого
    средства на счетах организаций,2024-01-12,20234055.0,итого
    средства на счетах организаций,2025-01-01,20072720.0,итого
    средства на счетах организаций,2025-01-02,21495073.0,итого
    средства на счетах организаций,2025-01-03,21710817.0,итого
    средства на счетах организаций,2025-01-04,21403090.0,итого
    средства на счетах организаций,2025-01-05,20604502.0,итого
    средства на счетах организаций,2025-01-06,20892328.0,итого
    средства на счетах организаций,2025-01-07,21035483.0,итого
    средства на счетах организаций,2025-01-08,20929000.0,итого
    средства на счетах организаций,2025-01-09,21194775.0,итого
    средства на счетах организаций,2025-01-10,22151816.0,итого
    средства на счетах организаций,2025-01-11,22308251.0,итого
    средства на счетах организаций,2025-01-12,22895314.0,итого
    средства на счетах организаций,2026-01-01,21314879.0,итого
    средства на счетах организаций,2026-01-02,22414205.0,итого
    средства на счетах организаций,2026-01-03,22660672.0,итого
    средства на счетах организаций,2026-01-04,22499886.0,итого
    средства на счетах организаций,2026-01-05,22320864.0,итого
"Средства клиентов, всего",2012-01-02,25865164.0,итого
"Средства клиентов, всего",2012-01-03,25709969.0,итого
"Средства клиентов, всего",2012-01-04,25983220.0,итого
"Средства клиентов, всего",2012-01-05,26328766.0,итого
"Средства клиентов, всего",2012-01-06,27253671.0,итого
"Средства клиентов, всего",2012-01-07,27502914.0,итого
"Средства клиентов, всего",2012-01-08,27669287.0,итого
"Средства клиентов, всего",2012-01-09,28114589.0,итого
"Средства клиентов, всего",2012-01-10,28425721.0,итого
"Средства клиентов, всего",2012-01-11,29023995.0,итого
"Средства клиентов, всего",2012-01-12,29082516.0,итого
"Средства клиентов, всего",2013-01-01,30507840.0,итого
"Средства клиентов, всего",2013-01-02,29886367.0,итого
"Средства клиентов, всего",2013-01-03,30660358.0,итого
"Средства клиентов, всего",2013-01-04,31293206.0,итого
"Средства клиентов, всего",2013-01-05,32035379.0,итого
"Средства клиентов, всего",2013-01-06,32470300.0,итого
"Средства клиентов, всего",2013-01-07,32900214.0,итого
"Средства клиентов, всего",2013-01-08,33658679.0,итого
"Средства клиентов, всего",2013-01-09,33907015.0,итого
"Средства клиентов, всего",2013-01-10,34019486.0,итого
"Средства клиентов, всего",2013-01-11,34022917.0,итого
"Средства клиентов, всего",2013-01-12,34523683.0,итого
"Средства клиентов, всего",2014-01-01,35277417.0,итого
"Средства клиентов, всего",2014-01-02,35752062.0,итого
"Средства клиентов, всего",2014-01-03,36629577.0,итого
"Средства клиентов, всего",2014-01-04,36341531.0,итого
"Средства клиентов, всего",2014-01-05,36604100.0,итого
"Средства клиентов, всего",2014-01-06,36846341.0,итого
"Средства клиентов, всего",2014-01-07,36571825.0,итого
"Средства клиентов, всего",2014-01-08,36930354.0,итого
"Средства клиентов, всего",2014-01-09,37373009.0,итого
"Средства клиентов, всего",2014-01-10,37937905.0,итого
"Средства клиентов, всего",2014-01-11,39400841.0,итого
"Средства клиентов, всего",2014-01-12,41167719.0,итого
"Средства клиентов, всего",2015-01-01,42658289.0,итого
"Средства клиентов, всего",2015-01-02,47174626.0,итого
"Средства клиентов, всего",2015-01-03,44878561.0,итого
"Средства клиентов, всего",2015-01-04,44005909.0,итого
"Средства клиентов, всего",2015-01-05,42771686.0,итого
"Средства клиентов, всего",2015-01-06,43169947.0,итого
"Средства клиентов, всего",2015-01-07,44123777.0,итого
"Средства клиентов, всего",2015-01-08,45076653.0,итого
"Средства клиентов, всего",2015-01-09,47852607.0,итого
"Средства клиентов, всего",2015-01-10,48782129.0,итого
"Средства клиентов, всего",2015-01-11,48505199.0,итого
"Средства клиентов, всего",2015-01-12,49389072.0,итого
"Средства клиентов, всего",2016-01-01,51590202.0,итого
"Средства клиентов, всего",2016-01-02,52340319.0,итого
"Средства клиентов, всего",2016-01-03,52566606.0,итого
"Средства клиентов, всего",2016-01-04,50846687.0,итого
"Средства клиентов, всего",2016-01-05,50500386.0,итого
"Средства клиентов, всего",2016-01-06,51236307.0,итого
"Средства клиентов, всего",2016-01-07,50713317.0,итого
"Средства клиентов, всего",2016-01-08,50883820.0,итого
"Средства клиентов, всего",2016-01-09,50635060.0,итого
"Средства клиентов, всего",2016-01-10,50779175.0,итого
