indicator,date,value_mlnrub,sheet
     вклады (депозиты) и другие привлеченные средства физических лиц**,2019-01-02,6096876.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2019-01-03,6180614.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2019-01-04,6182320.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2019-01-05,6199056.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2019-01-06,6261246.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2019-01-07,6176115.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2019-01-08,6241689.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2019-01-09,6478584.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2019-01-10,6326347.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2019-01-11,6258612.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2019-01-12,6228867.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2020-01-01,6102202.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2020-01-02,6194874.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2020-01-03,6330397.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2020-01-04,7115344.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2020-01-05,6672234.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2020-01-06,6469743.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2020-01-07,6445381.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2020-01-08,6784955.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2020-01-09,6885006.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2020-01-10,7257773.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2020-01-11,7193624.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2020-01-12,6981773.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2021-01-01,7045386.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2021-01-02,7233326.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2021-01-03,6983642.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2021-01-04,7098178.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2021-01-05,7040401.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2021-01-06,7004958.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2021-01-07,6954007.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2021-01-08,7031244.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2021-01-09,7072137.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2021-01-10,7087660.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2021-01-11,6942551.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2021-01-12,7191481.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2022-01-01,7141475.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2022-01-02,7309710.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2022-01-03,7123639.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2022-01-04,6340232.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2022-01-05,5329040.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2022-01-06,4856257.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2022-01-07,3925606.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2022-01-08,4516954.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2022-01-09,4263371.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2022-01-10,3639989.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2022-01-11,3678590.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2022-01-12,3617624.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2023-01-01,4088605.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2023-01-02,4021547.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2023-01-03,4213972.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2023-01-04,4077719.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2023-01-05,4074736.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2023-01-06,4000322.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2023-01-07,4211554.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2023-01-08,4325729.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2023-01-09,4429442.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2023-01-10,4398770.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2023-01-11,4167253.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2023-01-12,3988688.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2024-01-01,4051617.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2024-01-02,3995884.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2024-01-03,4057344.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2024-01-04,4077140.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2024-01-05,4016642.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2024-01-06,3944762.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2024-01-07,3693055.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2024-01-08,3692389.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2024-01-09,3820478.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2024-01-10,3863327.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2024-01-11,3946781.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2024-01-12,4184980.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2025-01-01,3891893.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2025-01-02,3770933.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2025-01-03,3386552.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2025-01-04,3256759.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2025-01-05,3221242.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2025-01-06,3117958.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2025-01-07,3129530.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2025-01-08,3269088.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2025-01-09,3223086.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2025-01-10,3358748.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2025-01-11,3497235.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2025-01-12,3460412.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2026-01-01,3475564.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2026-01-02,3451687.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2026-01-03,3357235.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2026-01-04,3265628.0,в инвалюте
     вклады (депозиты) и другие привлеченные средства физических лиц**,2026-01-05,3043031.0,в инвалюте
     средства на счетах эскроу,2019-01-02,0.0,в инвалюте
     средства на счетах эскроу,2019-01-03,0.0,в инвалюте
     средства на счетах эскроу,2019-01-04,0.0,в инвалюте
     средства на счетах эскроу,2019-01-05,0.0,в инвалюте
     средства на счетах эскроу,2019-01-06,0.0,в инвалюте
     средства на счетах эскроу,2019-01-07,0.0,в инвалюте
     средства на счетах эскроу,2019-01-08,0.0,в инвалюте
     средства на счетах эскроу,2019-01-09,0.0,в инвалюте
     средства на счетах эскроу,2019-01-10,0.0,в инвалюте
     средства на счетах эскроу,2019-01-11,0.0,в инвалюте
     средства на счетах эскроу,2019-01-12,0.0,в инвалюте
     средства на счетах эскроу,2020-01-01,0.0,в инвалюте
     средства на счетах эскроу,2020-01-02,0.0,в инвалюте
     средства на счетах эскроу,2020-01-03,0.0,в инвалюте
     средства на счетах эскроу,2020-01-04,0.0,в инвалюте
     средства на счетах эскроу,2020-01-05,0.0,в инвалюте
     средства на счетах эскроу,2020-01-06,0.0,в инвалюте
     средства на счетах эскроу,2020-01-07,0.0,в инвалюте
     средства на счетах эскроу,2020-01-08,0.0,в инвалюте
     средства на счетах эскроу,2020-01-09,0.0,в инвалюте
     средства на счетах эскроу,2020-01-10,0.0,в инвалюте
     средства на счетах эскроу,2020-01-11,0.0,в инвалюте
     средства на счетах эскроу,2020-01-12,0.0,в инвалюте
     средства на счетах эскроу,2021-01-01,0.0,в инвалюте
     средства на счетах эскроу,2021-01-02,0.0,в инвалюте
     средства на счетах эскроу,2021-01-03,0.0,в инвалюте
     средства на счетах эскроу,2021-01-04,0.0,в инвалюте
     средства на счетах эскроу,2021-01-05,0.0,в инвалюте
     средства на счетах эскроу,2021-01-06,0.0,в инвалюте
     средства на счетах эскроу,2021-01-07,0.0,в инвалюте
     средства на счетах эскроу,2021-01-08,0.0,в инвалюте
     средства на счетах эскроу,2021-01-09,0.0,в инвалюте
     средства на счетах эскроу,2021-01-10,0.0,в инвалюте
     средства на счетах эскроу,2021-01-11,0.0,в инвалюте
     средства на счетах эскроу,2021-01-12,0.0,в инвалюте
     средства на счетах эскроу,2022-01-01,0.0,в инвалюте
     средства на счетах эскроу,2022-01-02,0.0,в инвалюте
     средства на счетах эскроу,2022-01-03,0.0,в инвалюте
     средства на счетах эскроу,2022-01-04,0.0,в инвалюте
     средства на счетах эскроу,2022-01-05,0.0,в инвалюте
     средства на счетах эскроу,2022-01-06,0.0,в инвалюте
     средства на счетах эскроу,2022-01-07,0.0,в инвалюте
     средства на счетах эскроу,2022-01-08,0.0,в инвалюте
     средства на счетах эскроу,2022-01-09,0.0,в инвалюте
     средства на счетах эскроу,2022-01-10,0.0,в инвалюте
     средства на счетах эскроу,2022-01-11,0.0,в инвалюте
     средства на счетах эскроу,2022-01-12,0.0,в инвалюте
     средства на счетах эскроу,2023-01-01,0.0,в инвалюте
     средства на счетах эскроу,2023-01-02,0.0,в инвалюте
     средства на счетах эскроу,2023-01-03,0.0,в инвалюте
     средства на счетах эскроу,2023-01-04,0.0,в инвалюте
     средства на счетах эскроу,2023-01-05,0.0,в инвалюте
     средства на счетах эскроу,2023-01-06,0.0,в инвалюте
     средства на счетах эскроу,2023-01-07,0.0,в инвалюте
     средства на счетах эскроу,2023-01-08,0.0,в инвалюте
     средства на счетах эскроу,2023-01-09,0.0,в инвалюте
     средства на счетах эскроу,2023-01-10,0.0,в инвалюте
     средства на счетах эскроу,2023-01-11,0.0,в инвалюте
     средства на счетах эскроу,2023-01-12,0.0,в инвалюте
     средства на счетах эскроу,2024-01-01,0.0,в инвалюте
     средства на счетах эскроу,2024-01-02,0.0,в инвалюте
     средства на счетах эскроу,2024-01-03,0.0,в инвалюте
     средства на счетах эскроу,2024-01-04,0.0,в инвалюте
     средства на счетах эскроу,2024-01-05,0.0,в инвалюте
     средства на счетах эскроу,2024-01-06,0.0,в инвалюте
     средства на счетах эскроу,2024-01-07,0.0,в инвалюте
     средства на счетах эскроу,2024-01-08,0.0,в инвалюте
     средства на счетах эскроу,2024-01-09,0.0,в инвалюте
     средства на счетах эскроу,2024-01-10,0.0,в инвалюте
     средства на счетах эскроу,2024-01-11,0.0,в инвалюте
     средства на счетах эскроу,2024-01-12,0.0,в инвалюте
     средства на счетах эскроу,2025-01-01,0.0,в инвалюте
     средства на счетах эскроу,2025-01-02,0.0,в инвалюте
     средства на счетах эскроу,2025-01-03,0.0,в инвалюте
     средства на счетах эскроу,2025-01-04,0.0,в инвалюте
     средства на счетах эскроу,2025-01-05,0.0,в инвалюте
     средства на счетах эскроу,2025-01-06,0.0,в инвалюте
     средства на счетах эскроу,2025-01-07,0.0,в инвалюте
     средства на счетах эскроу,2025-01-08,0.0,в инвалюте
     средства на счетах эскроу,2025-01-09,0.0,в инвалюте
     средства на счетах эскроу,2025-01-10,0.0,в инвалюте
     средства на счетах эскроу,2025-01-11,0.0,в инвалюте
     средства на счетах эскроу,2025-01-12,0.0,в инвалюте
     средства на счетах эскроу,2026-01-01,0.0,в инвалюте
     средства на счетах эскроу,2026-01-02,0.0,в инвалюте
     средства на счетах эскроу,2026-01-03,0.0,в инвалюте
     средства на счетах эскроу,2026-01-04,0.0,в инвалюте
     средства на счетах эскроу,2026-01-05,0.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2012-01-02,2101762.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2012-01-03,2088082.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2012-01-04,2164899.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2012-01-05,2168096.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2012-01-06,2342463.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2012-01-07,2391025.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2012-01-08,2374658.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2012-01-09,2457992.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2012-01-10,2423729.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2012-01-11,2488575.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2012-01-12,2469632.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2013-01-01,2479407.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2013-01-02,2483173.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2013-01-03,2519802.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2013-01-04,2612199.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2013-01-05,2677963.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2013-01-06,2695227.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2013-01-07,2798599.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2013-01-08,2886742.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2013-01-09,2946914.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2013-01-10,2943613.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2013-01-11,2962398.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2013-01-12,3006831.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2014-01-01,2953121.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2014-01-02,3251343.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2014-01-03,3390358.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2014-01-04,3352412.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2014-01-05,3326499.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2014-01-06,3235087.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2014-01-07,3176606.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2014-01-08,3423740.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2014-01-09,3451246.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2014-01-10,3524479.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2014-01-11,3971087.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2014-01-12,4426072.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2015-01-01,4983987.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2015-01-02,5981235.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2015-01-03,5330633.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2015-01-04,5146863.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2015-01-05,4738670.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2015-01-06,4913757.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2015-01-07,5194824.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2015-01-08,5512620.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2015-01-09,6246255.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2015-01-10,6261139.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2015-01-11,6113179.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2015-01-12,6242012.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2016-01-01,6912395.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2016-01-02,6977848.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2016-01-03,6899635.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2016-01-04,6287100.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2016-01-05,6061482.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2016-01-06,6177303.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2016-01-07,6057397.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2016-01-08,6355935.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2016-01-09,6174715.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2016-01-10,6093777.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2016-01-11,6078493.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2016-01-12,6199163.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2017-01-01,5831431.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2017-01-02,5801344.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2017-01-03,5596283.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2017-01-04,5421057.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2017-01-05,5568702.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2017-01-06,5470838.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2017-01-07,5716945.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2017-01-08,5706279.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2017-01-09,5622066.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2017-01-10,5518087.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2017-01-11,5456183.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2017-01-12,5474292.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2018-01-01,5451785.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2018-01-02,5394604.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2018-01-03,5298790.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2018-01-04,5378942.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2018-01-05,5625652.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2018-01-06,5583450.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2018-01-07,5591132.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2018-01-08,5643834.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2018-01-09,6043060.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2018-01-10,5780945.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2018-01-11,5764321.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2018-01-12,5900619.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2019-01-01,6229432.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2019-01-02,6096876.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2019-01-03,6180614.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2019-01-04,6182320.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2019-01-05,6199056.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2019-01-06,6261246.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2019-01-07,6176115.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2019-01-08,6241689.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2019-01-09,6478584.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2019-01-10,6326347.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2019-01-11,6258612.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2019-01-12,6228867.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2020-01-01,6102202.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2020-01-02,6194874.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2020-01-03,6330397.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2020-01-04,7115344.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2020-01-05,6672234.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2020-01-06,6469743.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2020-01-07,6445381.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2020-01-08,6784955.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2020-01-09,6885006.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2020-01-10,7257773.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2020-01-11,7193624.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2020-01-12,6981773.0,в инвалюте
    вклады (депозиты) и другие привлеченные средства физических лиц (с учетом счетов эскроу),2021-01-01,7045386.0,в инвалюте
