auction_type,term_days,date,Время аукциона,allotment_mlnrub,weighted_avg_rate_pct,Код расчета,bliq_repo_auction_vol,bliq_standing_loans_vol
Репо,7.0,2025-08-05,13:29,1600000.0,18.3029,S1,2167.7,1163.9
Репо,7.0,2025-08-12,13:32,500000.0,18.4893,S1,1605.6,1408.9
Репо,7.0,2025-08-19,13:32,310000.0,18.2385,S1,501.8,1183.9
Репо,7.0,2025-08-26,13:33,450000.0,18.1799,S1,310.2,1063.4
Репо,7.0,2025-09-02,13:30,560000.0,18.1566,S1,451.1,1203.4
Репо,1.0,2025-09-09,11:27,850000.0,18.0009,S0,561.9,1233.4
Репо,7.0,2025-09-09,13:26,747044.5,18.0318,S1,561.9,1233.4
Репо,7.0,2025-09-16,13:26,1330000.0,17.1198,S1,748.6,1523.3
Репо,7.0,2025-09-23,13:30,1300000.0,17.1132,S1,1332.8,1078.3
Репо,7.0,2025-09-30,13:28,1490000.0,17.1258,S1,1302.3,916.4
Репо,7.0,2025-10-07,13:31,1460000.0,17.1158,S1,1494.1,858.2
Репо,7.0,2025-10-14,13:31,990000.0,17.1268,S1,1462.5,1514.1
Репо,7.0,2025-10-21,13:33,590000.0,17.0563,S1,992.8,1629.1
Репо,7.0,2025-10-28,13:30,1680000.0,16.6101,S1,590.5,1513.1
Репо,7.0,2025-11-05,13:32,2120000.0,16.5274,S0,1684.9,175.1
Репо,1.0,2025-11-11,11:27,850000.0,16.5058,S0,2126.7,205.1
Репо,7.0,2025-11-11,14:14,2310000.0,16.5199,S1,2126.7,205.1
Репо,7.0,2025-11-18,13:30,2830000.0,16.5181,S1,2317.3,25.1
Репо,7.0,2025-11-25,14:05,2850000.0,16.5174,S1,2832.3,164.8
Репо,7.0,2025-12-02,13:34,3270000.0,16.5124,S1,2857.1,75.6
Репо,1.0,2025-12-09,11:30,0.0,,S0,3280.4,70.8
Репо,7.0,2025-12-09,13:31,3180000.0,16.5083,S1,3280.4,70.8
Репо,7.0,2025-12-16,13:57,3420000.0,16.5023,S1,3187.6,24.8
Репо,6.0,2025-12-23,13:31,3630000.0,16.0926,S1,3429.6,70.8
Репо,15.0,2025-12-30,13:39,4700000.0,16.2045,S0,3637.2,128.5
Репо,7.0,2026-01-13,13:29,3310000.0,16.0575,S1,4731.3,209.2
Репо,7.0,2026-01-20,13:34,3230000.0,16.0267,S1,3317.4,382.2
Репо,7.0,2026-01-27,13:41,3380000.0,16.1121,S1,3237.1,208.2
Репо,7.0,2026-02-03,13:31,2760000.0,16.0303,S1,3390.4,413.0
Репо,1.0,2026-02-10,11:33,1450000.0,16.0016,S0,2766.8,117.0
Репо,7.0,2026-02-10,13:29,3230000.0,16.0234,S1,2766.8,117.0
Репо,7.0,2026-02-17,13:32,3160000.0,15.5196,S1,3239.9,663.0
Репо,7.0,2026-02-24,13:32,3190000.0,15.5279,S1,3169.0,328.0
Репо,7.0,2026-03-03,13:54,2990000.0,15.5207,S1,3199.2,697.0
Репо,1.0,2026-03-10,11:30,3080000.0,15.5069,S0,2998.8,519.5
Репо,7.0,2026-03-10,13:36,3660000.0,15.5144,S1,2998.8,519.5
Репо,7.0,2026-03-17,13:36,4180000.0,15.5082,S1,3670.9,154.5
Репо,7.0,2026-03-24,13:35,4090000.0,15.0471,S1,4191.3,477.7
Репо,7.0,2026-03-31,13:32,4220000.0,15.0319,S1,4101.7,341.8
Репо,7.0,2026-04-07,13:32,4610000.0,15.0151,S1,4232.0,258.2
Репо,1.0,2026-04-14,11:31,310000.0,15.0015,S0,4623.1,561.7
Репо,7.0,2026-04-14,13:30,4330000.0,15.013,S1,4623.1,561.7
Репо,7.0,2026-04-21,13:28,4480000.0,15.0114,S1,4342.5,267.7
Репо,7.0,2026-04-28,13:32,4590000.0,14.5494,S1,4491.4,524.0
Репо,7.0,2026-05-05,13:28,4130000.0,14.5141,S1,4602.7,813.0
Репо,7.0,2026-05-12,13:28,4780000.0,14.5112,S1,4139.8,638.0
Репо,7.0,2026-05-19,13:30,4410000.0,14.5124,S1,4792.3,905.7
Репо,7.0,2026-05-26,13:30,4320000.0,14.5132,S1,4420.2,751.7
